Timestamp_ms,ReferenceFrequencyHz,PhaseErrorNs,DACVoltage_V,LockStatus,LockState,PhaseStale,IsLocked
1787191469672,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469682,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469692,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469702,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469712,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469722,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469732,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469742,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469752,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469762,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469772,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469782,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469792,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469802,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469812,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469822,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469832,34753.828,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469842,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469852,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469862,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469872,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469882,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469892,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469902,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469912,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469923,34725.094,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469932,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469942,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469952,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469962,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469972,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469983,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191469992,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470002,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470012,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470022,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470032,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470042,34725.094,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470052,34725.094,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470062,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470072,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470082,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470092,34725.094,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470102,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470112,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470122,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470132,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470142,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470152,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470162,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470172,34725.094,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470182,34725.094,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470192,34725.094,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470202,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470212,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470222,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470232,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
1787191470242,34739.453,9559.5,1.6504,1,WAIT ZCD,1,0
